objectid;Statut;Status;Status;Gestionnaire;Beheerder;Manager;Réseau;Netwerk;Network;Catégorie;Categorie;Category;Type;Type;Type;type_concat_fr;type_concat_nl;type_concat_en;Heures d'ouverture;Accessibilité;Toegankelijkheid;Accessibility;Tarification;Tarieven;Pricing;Localisation;Locatie;Location;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;name_concat;address_concat_fr;address_concat_nl;Google Maps;Google Street View;Geo Point;Geo Shape
1612;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";12:00 - 22:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Bella Vita;Bella Vita;Bella Vita;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84817124124477%2C4.343762234941003;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84817124124477%2C4.343762234941003;50.8481712394, 4.3437622293;"{""coordinates"": [4.3437622293, 50.8481712394], ""type"": ""Point""}"
1611;Existant;Bestaand;Existing;SNCB;NMBS;SNCB;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / SNCB);toilet (openbaar netwerk / NMBS);toilet (public network / SNCB);06:15-20:00;PMR;PBM;PRM;Gratuit;Gratis;Free;Gare Bruxelles-Schuman / Station Brussel-Schuman;Gare Bruxelles-Schuman / Station Brussel-Schuman;Gare Bruxelles-Schuman / Station Brussel-Schuman;;;1040;Bruxelles;Brussel;Nord-Est;Noord-Oost;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Nord-Est -  - 1040 Bruxelles;Noord-Oost -  - 1040 Brussel;https://www.google.com/maps/search/?api=1&query=50.84270902415148%2C4.37954907187009;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84270902415148%2C4.37954907187009;50.842709025, 4.3795490775;"{""coordinates"": [4.3795490775, 50.842709025], ""type"": ""Point""}"
1928;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";10:00 - 23:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Gutenberg;Le Gutenberg;Le Gutenberg;;;1000;Bruxelles;Brussel;Nord-Est;Noord-Oost;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Nord-Est -  - 1000 Bruxelles;Noord-Oost -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.848681997505984%2C4.377902029131672;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.848681997505984%2C4.377902029131672;50.8486819966, 4.3779020306;"{""coordinates"": [4.3779020306, 50.8486819966], ""type"": ""Point""}"
2269;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-je/Ma-do 09:30-19:00, Ve/Vr 09:30-20:00;PMR;PBM;PRM;Payant;Betalend;Paying;Shopping center Inno (niveau +3);Shopping center Inno (niveau +3);Shopping center Inno (niveau +3);;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.8531386620154%2C4.3567852668933345;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8531386620154%2C4.3567852668933345;50.8531386602, 4.3567852626;"{""coordinates"": [4.3567852626, 50.8531386602], ""type"": ""Point""}"
2271;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-ve/Ma-vr 10:00-19:00,  Sa/Za 10:00-20:00;PMR;PBM;PRM;Gratuit;Gratis;Free;Shopping center Docks Bruxsel;Shopping center Docks Bruxsel;Shopping center Docks Bruxsel;;;1000;Bruxelles;Brussel;Nord;Noord;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Nord -  - 1000 Bruxelles;Noord -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.87959000124323%2C4.372793074988258;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87959000124323%2C4.372793074988258;50.8795899985, 4.3727930764;"{""coordinates"": [4.3727930764, 50.8795899985], ""type"": ""Point""}"
3208;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Pré Salé;Le Pré Salé;Le Pré Salé;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.8508838455873%2C4.346827522474529;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8508838455873%2C4.346827522474529;50.8508838456, 4.3468275296;"{""coordinates"": [4.3468275296, 50.8508838456], ""type"": ""Point""}"
6722;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-Ve: 07 à 00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Black Eagle;Black Eagle;Black Eagle;;;1000;Bruxelles;Brussel;Nord-Est;Noord-Oost;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Nord-Est -  - 1000 Bruxelles;Noord-Oost -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84935944784057%2C4.385787765315456;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84935944784057%2C4.385787765315456;50.8493594505, 4.3857877639;"{""coordinates"": [4.3857877639, 50.8493594505], ""type"": ""Point""}"
3534;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Salle Omnisport Fontainas;Salle Omnisport Fontainas;Salle Omnisport Fontainas;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84597449358265%2C4.345713493066165;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84597449358265%2C4.345713493066165;50.84597449, 4.3457134945;"{""coordinates"": [4.3457134945, 50.84597449], ""type"": ""Point""}"
3533;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-Ve: 8-2230 Sa-Di:09-22;PMR;PBM;PRM;Gratuit;Gratis;Free;Centre Sportif NOH;Centre Sportif NOH;Centre Sportif NOH;;;1120;Bruxelles;Brussel;Neder-Over-Heembeek/Mutsaard;Neder-Over-Heembeek/Mutsaard;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Neder-Over-Heembeek/Mutsaard -  - 1120 Bruxelles;Neder-Over-Heembeek/Mutsaard -  - 1120 Brussel;https://www.google.com/maps/search/?api=1&query=50.892880330430046%2C4.3768323633869;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.892880330430046%2C4.3768323633869;50.8928803268, 4.3768323563;"{""coordinates"": [4.3768323563, 50.8928803268], ""type"": ""Point""}"
2883;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85223558963704%2C4.357108912072679;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85223558963704%2C4.357108912072679;50.8522355923, 4.3571089149;"{""coordinates"": [4.3571089149, 50.8522355923], ""type"": ""Point""}"
4483;Existant;Bestaand;Existing;STIB;MIVB;STIB;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / STIB);toilet (openbaar netwerk / MIVB);toilet (public network / STIB);24/24;PMR;PBM;PRM;Payant;Betalend;Paying;Terminus tram STIB/MIVB;Terminus tram STIB/MIVB;Terminus tram STIB/MIVB;;;1120;Bruxelles;Brussel;Neder-Over-Heembeek/Mutsaard;Neder-Over-Heembeek/Mutsaard;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Neder-Over-Heembeek/Mutsaard -  - 1120 Bruxelles;Neder-Over-Heembeek/Mutsaard -  - 1120 Brussel;https://www.google.com/maps/search/?api=1&query=50.90787874366994%2C4.389366636506232;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.90787874366994%2C4.389366636506232;50.9078787419, 4.3893666308;"{""coordinates"": [4.3893666308, 50.9078787419], ""type"": ""Point""}"
7049;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";di-lu:fermé, ma-ve:13-18, sa:9-12;PMR;PBM;PRM;Gratuit;Gratis;Free;Bibliothèque Fernand Brunfaut;Bibliothèque Fernand Brunfaut;Bibliothèque Fernand Brunfaut;;;1020;Bruxelles;Brussel;Laeken;Laken;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.895817291384674%2C4.32425457274451;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.895817291384674%2C4.32425457274451;50.8958172959, 4.3242545798;"{""coordinates"": [4.3242545798, 50.8958172959], ""type"": ""Point""}"
7051;Existant;Bestaand;Existing;?;?;?;?;?;;?;?;;toilette;toilet;toilet;toilette (? / ?);toilet (? / ?);toilet ( / ?);lu:13-18 ma-me,ve:9-18 je:fermé sa:9-12;PMR;PBM;PRM;Gratuit;Gratis;Free;Bibliothèque Neder-over-Heembeek;Bibliothèque Neder-over-Heembeek;Bibliothèque Neder-over-Heembeek;;;1120;Bruxelles;Brussel;Neder-Over-Heembeek/Mutsaard;Neder-Over-Heembeek/Mutsaard;toilette PMR (?) / PBM toilet (?) / PRM toilet ();Neder-Over-Heembeek/Mutsaard -  - 1120 Bruxelles;Neder-Over-Heembeek/Mutsaard -  - 1120 Brussel;https://www.google.com/maps/search/?api=1&query=50.89556681078117%2C4.38974397119154;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89556681078117%2C4.38974397119154;50.8955668117, 4.3897439755;"{""coordinates"": [4.3897439755, 50.8955668117], ""type"": ""Point""}"
1605;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";15:00 - 01:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Ebrius Artis Bar;Ebrius Artis Bar;Ebrius Artis Bar;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84323156416757%2C4.345844400486822;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84323156416757%2C4.345844400486822;50.8432315624, 4.3458444047;"{""coordinates"": [4.3458444047, 50.8432315624], ""type"": ""Point""}"
693;Existant;Bestaand;Existing;STIB;MIVB;STIB;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / STIB);toilet (openbaar netwerk / MIVB);toilet (public network / STIB);24/24;PMR;PBM;PRM;Payant;Betalend;Paying;arrêt de bus STIB / bushalte MIVB;arrêt de bus STIB / bushalte MIVB;arrêt de bus STIB / bushalte MIVB;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85365613693457%2C4.3538448619931405;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85365613693457%2C4.3538448619931405;50.8536561387, 4.3538448677;"{""coordinates"": [4.3538448677, 50.8536561387], ""type"": ""Point""}"
4803;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Damn GOOD Café;Damn GOOD Café;Damn GOOD Café;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85567777335764%2C4.354126827591714;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85567777335764%2C4.354126827591714;50.8556777707, 4.3541268319;"{""coordinates"": [4.3541268319, 50.8556777707], ""type"": ""Point""}"
2571;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";10:00 - 22:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Les Vignes du Liban;Les Vignes du Liban;Les Vignes du Liban;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.83870584655233%2C4.350429181216913;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83870584655233%2C4.350429181216913;50.8387058439, 4.3504291869;"{""coordinates"": [4.3504291869, 50.8387058439], ""type"": ""Point""}"
695;Existant;Bestaand;Existing;STIB;MIVB;STIB;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / STIB);toilet (openbaar netwerk / MIVB);toilet (public network / STIB);Heures d'ouverture métro / Openingsuren metro;PMR;PBM;PRM;Payant;Betalend;Paying;arrêt de métro STIB / metrohalte MIVB;arrêt de métro STIB / metrohalte MIVB;arrêt de métro STIB / metrohalte MIVB;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.851380647808334%2C4.35302196459563;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.851380647808334%2C4.35302196459563;50.8513806487, 4.3530219689;"{""coordinates"": [4.3530219689, 50.8513806487], ""type"": ""Point""}"
3530;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-ve : 730 - 2030 Sa:730-17 Di:730-1900;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Bains de Bruxelles;Bains de Bruxelles;Bains de Bruxelles;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.83777171748796%2C4.345931581226617;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83777171748796%2C4.345931581226617;50.8377717139, 4.3459315841;"{""coordinates"": [4.3459315841, 50.8377717139], ""type"": ""Point""}"
682;Existant;Bestaand;Existing;STIB;MIVB;STIB;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / STIB);toilet (openbaar netwerk / MIVB);toilet (public network / STIB);24/24;PMR;PBM;PRM;Payant;Betalend;Paying;;;;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85109536529555%2C4.345324768988002;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85109536529555%2C4.345324768988002;50.851095368, 4.3453247676;"{""coordinates"": [4.3453247676, 50.851095368], ""type"": ""Point""}"
689;A remplacer;Te vervangen;To replace;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1000;Bruxelles;Brussel;Nord;Noord;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Nord -  - 1000 Bruxelles;Noord -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.86258928895264%2C4.356484678627037;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86258928895264%2C4.356484678627037;50.8625892872, 4.3564846729;"{""coordinates"": [4.3564846729, 50.8625892872], ""type"": ""Point""}"
976;Existant;Bestaand;Existing;Bruxelles Environnement;Leefmilieu Brussel;Bruxelles Environnement;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Bruxelles Environnement);toilet (openbaar netwerk / Leefmilieu Brussel);toilet (public network / Bruxelles Environnement);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.83293099755074%2C4.34859259119661;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83293099755074%2C4.34859259119661;50.8329309976, 4.3485925926;"{""coordinates"": [4.3485925926, 50.8329309976], ""type"": ""Point""}"
5764;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-Ve: 800-1530;PMR;PBM;PRM;Gratuit;Gratis;Free;ASAP LOI;ASAP LOI;ASAP LOI;;;1040;Bruxelles;Brussel;Nord-Est;Noord-Oost;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Nord-Est -  - 1040 Bruxelles;Noord-Oost -  - 1040 Brussel;https://www.google.com/maps/search/?api=1&query=50.845192858316416%2C4.369565462605442;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.845192858316416%2C4.369565462605442;50.8451928565, 4.3695654654;"{""coordinates"": [4.3695654654, 50.8451928565], ""type"": ""Point""}"
971;Existant;Bestaand;Existing;STIB;MIVB;STIB;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / STIB);toilet (openbaar netwerk / MIVB);toilet (public network / STIB);24/24;non PMR;niet PBM;not PRM;Payant;Betalend;Paying;arrêt de bus STIB / bushalte MIVB;arrêt de bus STIB / bushalte MIVB;arrêt de bus STIB / bushalte MIVB;;;1000;Bruxelles;Brussel;Nord-Est;Noord-Oost;toilette non PMR (réseau public) / niet PBM toilet (openbaar netwerk) / not PRM toilet (public network);Nord-Est -  - 1000 Bruxelles;Noord-Oost -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.846359972328315%2C4.383826090507367;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.846359972328315%2C4.383826090507367;50.846359975, 4.3838260933;"{""coordinates"": [4.3838260933, 50.846359975], ""type"": ""Point""}"
5765;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-Ve: 11-1430;PMR;PBM;PRM;Gratuit;Gratis;Free;ASAP MEEUS;ASAP MEEUS;ASAP MEEUS;;;1000;Bruxelles;Brussel;Nord-Est;Noord-Oost;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Nord-Est -  - 1000 Bruxelles;Noord-Oost -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84070628394017%2C4.36880948770468;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84070628394017%2C4.36880948770468;50.8407062812, 4.3688094905;"{""coordinates"": [4.3688094905, 50.8407062812], ""type"": ""Point""}"
